tipo,serie,fecha,archivo,fila_csv,valor_original,detalle
fuera_periodo,VIX,1990-11-19,VIX.csv,,20.95,Excluido: datos de enero de 2007 a diciembre de 2025.
fuera_periodo,VIX,1990-11-20,VIX.csv,,20.09,Excluido: datos de enero de 2007 a diciembre de 2025.
fuera_periodo,VIX,1990-11-21,VIX.csv,,21.09,Excluido: datos de enero de 2007 a diciembre de 2025.
fuera_periodo,VIX,1990-11-23,VIX.csv,,20.98,Excluido: datos de enero de 2007 a diciembre de 2025.
fuera_periodo,VIX,1990-11-26,VIX.csv,,22.76,Excluido: datos de enero de 2007 a diciembre de 2025.
fuera_periodo,VIX,1990-11-27,VIX.csv,,22.86,Excluido: datos de enero de 2007 a diciembre de 2025.
fuera_periodo,VIX,1990-11-28,VIX.csv,,22.96,Excluido: datos de enero de 2007 a diciembre de 2025.
fuera_periodo,VIX,1990-11-29,VIX.csv,,23.91,Excluido: datos de enero de 2007 a diciembre de 2025.
fuera_periodo,VIX,1990-11-30,VIX.csv,,22.16,Excluido: datos de enero de 2007 a diciembre de 2025.
fuera_periodo,VIX,1990-12-03,VIX.csv,,22.29,Excluido: datos de enero de 2007 a diciembre de 2025.
fuera_periodo,VIX,1990-12-04,VIX.csv,,22.03,Excluido: datos de enero de 2007 a diciembre de 2025.
fuera_periodo,VIX,1990-12-05,VIX.csv,,20.94,Excluido: datos de enero de 2007 a diciembre de 2025.
fuera_periodo,VIX,1990-12-06,VIX.csv,,22.62,Excluido: datos de enero de 2007 a diciembre de 2025.
fuera_periodo,VIX,1990-12-07,VIX.csv,,22.59,Excluido: datos de enero de 2007 a diciembre de 2025.
fuera_periodo,VIX,1990-12-10,VIX.csv,,23.58,Excluido: datos de enero de 2007 a diciembre de 2025.
fuera_periodo,VIX,1990-12-11,VIX.csv,,23.75,Excluido: datos de enero de 2007 a diciembre de 2025.
fuera_periodo,VIX,1990-12-12,VIX.csv,,21.28,Excluido: datos de enero de 2007 a diciembre de 2025.
fuera_periodo,VIX,1990-12-13,VIX.csv,,23.05,Excluido: datos de enero de 2007 a diciembre de 2025.
fuera_periodo,VIX,1990-12-14,VIX.csv,,23.85,Excluido: datos de enero de 2007 a diciembre de 2025.
